Customer_ID,Age,Gender,City,Annual_Income,Spending_Score,Online_Purchases,Store_Visits,Membership_Years,Preferred_Category,Avg_Basket_Value,Last_Purchase_Days
11209,50.0,Male,Mumbai,86396,16.0,1.0,8.0,13.0,Grocery,6636,22.0
11210,54.0,Male,Delhi,116409,85.0,30.0,19.0,11.0,Home Decor,3217,38.0
11211,44.0,Male,Mumbai,57625,12.0,18.0,3.0,5.0,Grocery,5137,27.0
11212,50.0,Female,Hyderabad,48009,88.0,31.0,9.0,8.0,Electronics,5196,26.0
11213,21.0,Male,Bangalore,77471,98.0,27.0,2.0,12.0,Grocery,2605,23.0
11214,39.0,Female,Hyderabad,85881,8.0,40.0,19.0,13.0,Electronics,6964,120.0
11215,19.0,Male,Pune,60892,21.0,7.0,8.0,4.0,Grocery,1882,103.0
11216,27.0,Male,Hyderabad,120627,48.0,41.0,18.0,5.0,Home Decor,5556,65.0
11217,22.0,Female,Mumbai,92542,8.0,40.0,8.0,9.0,Home Decor,4081,74.0
11218,27.0,Male,Hyderabad,60468,28.0,39.0,5.0,2.0,Fashion,5206,47.0
11219,50.0,Male,Mumbai,30187,80.0,38.0,6.0,12.0,Home Decor,4530,61.0
11220,55.0,Female,Pune,102985,10.0,21.0,10.0,12.0,Grocery,2736,174.0
11221,30.0,Male,Hyderabad,99798,52.0,23.0,15.0,2.0,Home Decor,4401,132.0
11222,48.0,Female,Bangalore,62431,15.0,37.0,4.0,6.0,Fashion,5955,159.0
11223,64.0,Female,Bangalore,78764,4.0,1.0,3.0,6.0,Grocery,4514,4.0
11224,53.0,Female,Bangalore,66238,90.0,40.0,9.0,3.0,Electronics,4047,29.0
11225,62.0,Female,Hyderabad,83014,79.0,40.0,16.0,12.0,Grocery,1033,73.0
11226,41.0,Female,Hyderabad,44376,100.0,18.0,16.0,9.0,Fashion,3222,79.0
11227,69.0,Male,Hyderabad,40812,96.0,40.0,15.0,13.0,Home Decor,3517,44.0
11228,32.0,Male,Mumbai,90271,62.0,1.0,9.0,1.0,Home Decor,6676,3.0
11229,46.0,Male,Pune,93440,4.0,27.0,17.0,12.0,Grocery,4224,79.0
11230,25.0,Female,Bangalore,57730,41.0,31.0,12.0,3.0,Electronics,6014,121.0
11231,22.0,Female,Mumbai,51271,73.0,18.0,8.0,8.0,Electronics,3445,139.0
11232,46.0,Female,Bangalore,98689,99.0,15.0,14.0,8.0,Electronics,871,134.0
11233,64.0,Female,Mumbai,52118,55.0,29.0,18.0,4.0,Electronics,6966,47.0
11234,21.0,Male,Hyderabad,71385,28.0,21.0,12.0,8.0,Grocery,3458,7.0
11235,29.0,Male,Bangalore,68214,47.0,13.0,14.0,11.0,Home Decor,6866,115.0
11236,62.0,Female,Hyderabad,33327,9.0,0.0,5.0,10.0,Electronics,4563,110.0
11237,19.0,Female,Bangalore,74802,2.0,44.0,1.0,13.0,Grocery,7760,68.0
11238,44.0,Male,Delhi,72360,67.0,1.0,13.0,8.0,Grocery,11366,1.0
11239,48.0,Female,Mumbai,79004,48.0,21.0,14.0,1.0,Grocery,5886,77.0
11240,68.0,Female,Delhi,73955,69.0,45.0,2.0,3.0,Electronics,2269,43.0
11241,68.0,Female,Mumbai,123392,74.0,32.0,16.0,1.0,Electronics,6099,156.0
11242,53.0,Male,Pune,99041,28.0,14.0,5.0,2.0,Grocery,5751,157.0
11243,53.0,Male,Bangalore,70970,79.0,49.0,1.0,4.0,Grocery,2531,18.0
11244,43.0,Female,Pune,73255,14.0,40.0,12.0,3.0,Grocery,3680,87.0
11245,60.0,Male,Pune,570450,46.0,21.0,19.0,13.0,Home Decor,16476,73.0
11246,44.0,Female,Mumbai,91577,87.0,39.0,10.0,11.0,Home Decor,5707,107.0
11247,22.0,Female,Delhi,39274,13.0,38.0,12.0,6.0,Fashion,3168,6.0
11248,37.0,Male,Hyderabad,93723,16.0,40.0,19.0,12.0,Fashion,2922,144.0
11249,28.0,Female,Mumbai,101070,94.0,40.0,16.0,12.0,Electronics,2654,129.0
11250,27.0,Female,Hyderabad,110442,40.0,10.0,17.0,5.0,Home Decor,1255,22.0
11251,57.0,Male,Pune,59962,72.0,3.0,13.0,5.0,Fashion,6256,46.0
11252,55.0,Female,Hyderabad,58138,81.0,6.0,7.0,10.0,Grocery,5165,151.0
11253,23.0,Female,Delhi,46454,30.0,20.0,3.0,7.0,Grocery,6578,149.0
11254,25.0,Female,Mumbai,77703,81.0,6.0,5.0,7.0,Electronics,3571,51.0
11255,40.0,Male,Delhi,88321,99.0,3.0,4.0,9.0,Electronics,3508,128.0
11256,,,,57166,,,,,,5685,
11257,43.0,Male,Mumbai,66454,58.0,26.0,17.0,3.0,Grocery,6778,38.0
11258,63.0,Female,Delhi,18657,88.0,16.0,12.0,2.0,Electronics,6969,156.0
11259,60.0,Female,Bangalore,107736,48.0,19.0,14.0,1.0,Electronics,2768,44.0
11260,29.0,Female,Bangalore,30875,49.0,30.0,4.0,10.0,Home Decor,6892,91.0
11261,43.0,Female,Bangalore,79369,89.0,25.0,17.0,6.0,Fashion,8008,167.0
11262,30.0,Male,Hyderabad,75956,2.0,30.0,11.0,13.0,Electronics,5843,170.0
11263,57.0,Male,Delhi,71145,89.0,34.0,6.0,13.0,Fashion,7315,42.0
11264,35.0,Female,Mumbai,71719,14.0,8.0,4.0,4.0,Grocery,6046,60.0
11265,42.0,Female,Mumbai,44705,97.0,4.0,13.0,3.0,Fashion,2757,126.0
11266,50.0,Female,Hyderabad,61798,17.0,47.0,15.0,11.0,Electronics,6868,57.0
11267,64.0,Female,Mumbai,94223,31.0,7.0,18.0,11.0,Home Decor,5776,77.0
11268,57.0,Female,Bangalore,101628,10.0,20.0,17.0,2.0,Fashion,2959,96.0
11269,60.0,Female,Delhi,59477,70.0,15.0,19.0,2.0,Fashion,3864,7.0
11270,29.0,Female,Mumbai,30989,89.0,15.0,10.0,11.0,Grocery,5824,51.0
11271,61.0,Female,Mumbai,50533,37.0,17.0,5.0,4.0,Home Decor,9794,111.0
11272,53.0,Male,Pune,116317,64.0,46.0,12.0,1.0,Fashion,8599,32.0
11273,65.0,Male,Pune,52021,30.0,27.0,15.0,6.0,Home Decor,1000,7.0
11274,21.0,Male,Pune,67569,34.0,17.0,4.0,10.0,Electronics,5001,76.0
11275,22.0,Female,Delhi,105397,18.0,13.0,8.0,11.0,Home Decor,7977,168.0
11276,54.0,Female,Bangalore,56827,88.0,47.0,17.0,5.0,Electronics,4192,143.0
11277,25.0,Female,Bangalore,65861,63.0,36.0,6.0,10.0,Grocery,3989,59.0
11278,59.0,Male,Bangalore,89862,49.0,39.0,16.0,9.0,Grocery,3922,113.0
11279,66.0,Female,Delhi,112795,56.0,15.0,5.0,2.0,Grocery,6689,85.0
11280,45.0,Male,Delhi,53861,91.0,20.0,14.0,9.0,Electronics,5768,140.0
11281,48.0,Female,Pune,104802,58.0,0.0,2.0,9.0,Fashion,6066,77.0
11282,26.0,Male,Mumbai,62961,27.0,10.0,17.0,10.0,Electronics,4606,170.0
11283,68.0,Male,Hyderabad,47851,55.0,10.0,6.0,9.0,Home Decor,8498,39.0
11284,46.0,Male,Hyderabad,76238,85.0,1.0,11.0,10.0,Home Decor,4373,63.0
11285,31.0,Female,Mumbai,41060,19.0,31.0,2.0,10.0,Electronics,6759,130.0
11286,57.0,Male,Pune,81800,23.0,18.0,1.0,4.0,Grocery,848,29.0
11287,58.0,Female,Mumbai,148741,47.0,4.0,5.0,5.0,Grocery,4923,61.0
11288,39.0,Female,Mumbai,97640,79.0,2.0,8.0,8.0,Home Decor,4060,29.0
11289,28.0,Female,Hyderabad,67377,66.0,27.0,4.0,14.0,Home Decor,5206,38.0
11290,40.0,Female,Pune,96305,99.0,25.0,19.0,8.0,Fashion,1752,7.0
11291,18.0,Female,Delhi,46711,51.0,22.0,5.0,1.0,Fashion,8270,30.0
11292,63.0,Male,Hyderabad,50908,84.0,29.0,5.0,10.0,Fashion,5333,115.0
11293,54.0,Female,Delhi,68070,28.0,7.0,16.0,1.0,Home Decor,9498,164.0
11294,38.0,Female,Pune,72194,57.0,35.0,18.0,10.0,Fashion,6568,170.0
11295,43.0,Female,Mumbai,37667,58.0,28.0,11.0,6.0,Home Decor,5529,4.0
11296,,,,62338,,,,,,5032,
11297,53.0,Female,Bangalore,66385,16.0,24.0,3.0,2.0,Electronics,6329,46.0
11298,40.0,Male,Pune,108549,97.0,21.0,18.0,2.0,Fashion,6516,75.0
11299,18.0,Male,Bangalore,37666,47.0,45.0,4.0,5.0,Electronics,6009,130.0
11300,68.0,Female,Delhi,35348,63.0,32.0,19.0,9.0,Electronics,9526,105.0
11301,57.0,Male,Bangalore,74392,12.0,36.0,9.0,5.0,Fashion,7314,54.0
11302,32.0,Male,Pune,98771,43.0,6.0,5.0,8.0,Home Decor,3734,108.0
11303,38.0,Female,Pune,83789,84.0,22.0,4.0,8.0,Home Decor,3412,59.0
11304,64.0,Male,Delhi,77566,29.0,5.0,16.0,5.0,Home Decor,5885,33.0
11305,26.0,Female,Bangalore,62784,49.0,14.0,10.0,8.0,Fashion,5373,22.0
11306,26.0,Male,Bangalore,86902,3.0,14.0,9.0,8.0,Home Decor,5556,47.0
11307,27.0,Male,Mumbai,90672,69.0,39.0,16.0,5.0,Electronics,1755,134.0
11308,69.0,Male,Hyderabad,63567,60.0,33.0,17.0,5.0,Grocery,6782,24.0
11309,43.0,Female,Pune,46284,66.0,13.0,18.0,4.0,Fashion,4252,177.0
11310,58.0,Male,Mumbai,46446,87.0,28.0,15.0,1.0,Grocery,9452,117.0
11311,52.0,Male,Pune,91968,90.0,15.0,9.0,9.0,Electronics,5470,126.0
11312,69.0,Female,Mumbai,31393,26.0,28.0,6.0,2.0,Grocery,4779,51.0
11313,42.0,Female,Hyderabad,111926,71.0,22.0,6.0,1.0,Electronics,5984,118.0
11314,43.0,Male,Mumbai,58596,74.0,9.0,11.0,6.0,Grocery,3686,41.0
11315,28.0,Female,Pune,77738,69.0,46.0,3.0,5.0,Grocery,8352,67.0
11316,55.0,Male,Bangalore,87542,47.0,3.0,12.0,11.0,Home Decor,9749,89.0
11317,19.0,Male,Pune,52907,76.0,11.0,15.0,1.0,Grocery,6463,92.0
11318,24.0,Female,Delhi,58502,96.0,41.0,7.0,7.0,Electronics,6334,121.0
11319,35.0,Female,Delhi,73299,42.0,33.0,18.0,7.0,Electronics,3824,81.0
11320,44.0,Female,Delhi,48656,31.0,3.0,15.0,3.0,Electronics,4982,130.0
11321,51.0,Male,Delhi,43308,22.0,19.0,8.0,8.0,Fashion,6088,91.0
11322,,,,45555,,,,,,2703,
11323,34.0,Male,Bangalore,100228,84.0,27.0,15.0,4.0,Fashion,8155,78.0
11324,60.0,Female,Bangalore,79948,20.0,5.0,16.0,10.0,Electronics,1931,43.0
11325,61.0,Male,Pune,50170,8.0,13.0,3.0,10.0,Fashion,861,123.0
11326,68.0,Female,Mumbai,91818,98.0,34.0,5.0,10.0,Grocery,8486,32.0
11327,41.0,Male,Pune,257780,49.0,46.0,3.0,12.0,Grocery,26228,140.0
11328,42.0,Female,Pune,21239,87.0,0.0,2.0,13.0,Electronics,3113,23.0
11329,24.0,Male,Pune,87420,38.0,18.0,2.0,3.0,Fashion,5311,144.0
11330,69.0,Female,Pune,111155,53.0,0.0,4.0,1.0,Home Decor,5472,172.0
11331,23.0,Female,Bangalore,83950,28.0,12.0,3.0,13.0,Home Decor,5206,2.0
11332,41.0,Male,Mumbai,22816,77.0,7.0,9.0,2.0,Home Decor,2933,7.0
11333,50.0,Female,Pune,69411,29.0,17.0,12.0,2.0,Grocery,5631,21.0
11334,66.0,Male,Bangalore,63135,72.0,34.0,9.0,13.0,Grocery,7328,95.0
11335,46.0,Male,Pune,79455,11.0,22.0,19.0,11.0,Fashion,1546,151.0
11336,,,,48818,,,,,,4031,
11337,39.0,Male,Pune,61663,45.0,25.0,16.0,4.0,Grocery,2678,121.0
11338,43.0,Female,Pune,34497,18.0,40.0,1.0,2.0,Electronics,3473,25.0
11339,,,,75544,,,,,,5757,
11340,67.0,Male,Delhi,35427,89.0,19.0,10.0,9.0,Home Decor,2407,173.0
11341,38.0,Female,Mumbai,80935,49.0,1.0,4.0,7.0,Electronics,8472,135.0
11342,66.0,Male,Pune,51236,22.0,25.0,11.0,8.0,Fashion,5138,32.0
11343,24.0,Male,Mumbai,-8535,45.0,35.0,11.0,8.0,Home Decor,4226,53.0
11344,34.0,Female,Delhi,89843,61.0,24.0,11.0,2.0,Fashion,1207,69.0
11345,37.0,Female,Pune,82351,99.0,29.0,6.0,5.0,Home Decor,5283,25.0
11346,58.0,Male,Hyderabad,103823,93.0,17.0,15.0,3.0,Grocery,5110,95.0
11347,66.0,Male,Bangalore,17747,21.0,6.0,2.0,10.0,Home Decor,2350,86.0
11348,37.0,Female,Hyderabad,53636,71.0,26.0,3.0,9.0,Fashion,3015,102.0
11349,39.0,Female,Hyderabad,73289,61.0,10.0,5.0,9.0,Grocery,8442,77.0
11350,45.0,Female,Bangalore,84292,76.0,36.0,11.0,6.0,Home Decor,4220,130.0
11351,57.0,Female,Bangalore,33427,36.0,7.0,12.0,13.0,Grocery,5087,86.0
11352,66.0,Male,Bangalore,80786,24.0,10.0,3.0,4.0,Grocery,6105,61.0
11353,24.0,Female,Pune,55705,32.0,23.0,9.0,8.0,Home Decor,4691,137.0
11354,18.0,Male,Mumbai,23623,91.0,29.0,3.0,5.0,Electronics,7706,51.0
11355,49.0,Male,Mumbai,51232,96.0,29.0,2.0,3.0,Electronics,3536,2.0
11356,30.0,Female,Bangalore,82859,59.0,14.0,6.0,13.0,Fashion,4148,173.0
11357,47.0,Male,Hyderabad,24667,96.0,34.0,6.0,11.0,Fashion,4176,32.0
11358,40.0,Female,Delhi,85926,96.0,38.0,17.0,14.0,Home Decor,3412,80.0
11359,68.0,Male,Bangalore,77084,90.0,23.0,8.0,8.0,Grocery,3244,97.0
11360,36.0,Female,Hyderabad,63653,75.0,7.0,1.0,14.0,Grocery,5058,75.0
11361,49.0,Male,Hyderabad,29120,82.0,42.0,8.0,14.0,Electronics,7699,160.0
11362,47.0,Male,Pune,31126,5.0,41.0,15.0,12.0,Electronics,2643,8.0
11363,46.0,Female,Pune,60037,16.0,19.0,18.0,6.0,Grocery,4623,85.0
11364,66.0,Female,Mumbai,41876,11.0,40.0,13.0,5.0,Grocery,6526,121.0
11365,62.0,Male,Mumbai,61656,35.0,46.0,8.0,1.0,Fashion,8958,20.0
11366,46.0,Male,Delhi,92654,75.0,25.0,18.0,3.0,Grocery,6878,149.0
11367,47.0,Female,Delhi,63174,42.0,23.0,13.0,7.0,Grocery,4587,7.0
11368,33.0,Male,Delhi,62488,87.0,21.0,14.0,3.0,Home Decor,3878,121.0
11369,57.0,Female,Delhi,62508,98.0,4.0,15.0,1.0,Grocery,7258,122.0
11370,36.0,Male,Hyderabad,95335,81.0,14.0,6.0,8.0,Electronics,6765,137.0
11371,,,,511670,,,,,,20128,
11372,18.0,Male,Mumbai,80548,82.0,36.0,7.0,5.0,Fashion,4584,130.0
11373,31.0,Female,Pune,73414,8.0,28.0,1.0,12.0,Fashion,9034,147.0
11374,68.0,Female,Pune,75739,26.0,14.0,15.0,10.0,Home Decor,8727,60.0
11375,64.0,Male,Bangalore,105698,3.0,26.0,6.0,5.0,Fashion,5783,69.0
11376,,,,81906,,,,,,5412,
11377,19.0,Male,Delhi,540300,88.0,7.0,12.0,7.0,Grocery,10808,62.0
11378,45.0,Female,Delhi,59522,3.0,28.0,3.0,13.0,Home Decor,5089,138.0
11379,66.0,Female,Bangalore,36610,38.0,18.0,14.0,3.0,Electronics,7416,123.0
11380,67.0,Female,Pune,53273,2.0,30.0,6.0,11.0,Grocery,1137,26.0
11381,47.0,Male,Delhi,55930,99.0,8.0,4.0,12.0,Grocery,6204,18.0
11382,55.0,Female,Pune,110113,17.0,9.0,15.0,14.0,Home Decor,6376,59.0
11383,68.0,Male,Bangalore,88410,73.0,36.0,17.0,12.0,Electronics,6381,149.0
11384,21.0,Female,Pune,54063,36.0,9.0,5.0,4.0,Fashion,3693,46.0
11385,18.0,Male,Pune,90210,86.0,32.0,6.0,1.0,Grocery,4355,12.0
11386,25.0,Male,Pune,66760,95.0,24.0,10.0,7.0,Electronics,3759,113.0
11387,46.0,Male,Delhi,110863,98.0,3.0,9.0,10.0,Home Decor,8978,160.0
11388,56.0,Female,Mumbai,61657,88.0,4.0,4.0,2.0,Home Decor,8115,167.0
11389,20.0,Male,Hyderabad,31527,73.0,22.0,9.0,7.0,Electronics,5745,55.0
11390,49.0,Female,Pune,65331,2.0,38.0,8.0,6.0,Home Decor,5066,10.0
11391,27.0,Male,Pune,61671,85.0,4.0,3.0,4.0,Fashion,4984,35.0
11392,27.0,Male,Pune,36419,34.0,7.0,1.0,11.0,Electronics,4373,80.0
11393,36.0,Male,Mumbai,84647,27.0,16.0,5.0,2.0,Fashion,1241,6.0
11394,63.0,Male,Bangalore,105617,37.0,0.0,3.0,7.0,Home Decor,5080,127.0
11395,51.0,Female,Delhi,41937,71.0,49.0,4.0,7.0,Fashion,9055,68.0
11396,50.0,Male,Mumbai,94317,22.0,11.0,19.0,5.0,Fashion,5586,9.0
11397,40.0,Male,Pune,54834,68.0,34.0,15.0,9.0,Fashion,3763,157.0
11398,45.0,Female,Mumbai,69382,14.0,13.0,19.0,3.0,Fashion,5518,71.0
11399,49.0,Male,Mumbai,66755,98.0,47.0,16.0,9.0,Electronics,4558,134.0
11400,67.0,Male,Mumbai,69382,23.0,17.0,8.0,5.0,Home Decor,3008,44.0
11401,24.0,Male,Bangalore,81827,44.0,9.0,14.0,2.0,Home Decor,2760,64.0
11402,46.0,Male,Hyderabad,44395,89.0,14.0,5.0,9.0,Grocery,5072,67.0
11403,25.0,Female,Delhi,102332,65.0,41.0,1.0,14.0,Fashion,2077,44.0
11404,18.0,Female,Bangalore,82588,79.0,32.0,19.0,1.0,Fashion,5033,116.0
11405,20.0,Male,Bangalore,90889,96.0,18.0,5.0,1.0,Grocery,4829,142.0
11406,41.0,Female,Hyderabad,50498,78.0,33.0,3.0,13.0,Grocery,6440,137.0
11407,,,,42130,,,,,,4679,
11408,25.0,Male,Mumbai,99567,85.0,24.0,7.0,3.0,Home Decor,2896,57.0
11409,64.0,Female,Mumbai,41056,55.0,15.0,17.0,8.0,Grocery,5308,57.0
11410,54.0,Male,Pune,73732,71.0,7.0,13.0,7.0,Fashion,7088,143.0
11411,20.0,Female,Bangalore,95474,100.0,34.0,14.0,11.0,Home Decor,3943,7.0
11412,68.0,Female,Pune,66829,85.0,20.0,12.0,13.0,Electronics,8212,148.0
11413,50.0,Female,Delhi,99251,50.0,18.0,11.0,7.0,Grocery,5230,19.0
11414,,,,63211,,,,,,4284,
11415,64.0,Female,Delhi,38064,79.0,10.0,3.0,1.0,Home Decor,3748,179.0
11416,25.0,Male,Hyderabad,79354,15.0,43.0,12.0,12.0,Electronics,5391,39.0
11417,51.0,Male,Mumbai,74957,17.0,10.0,9.0,14.0,Home Decor,4813,71.0
11418,,,,137199,,,,,,2428,
11419,49.0,Male,Hyderabad,46372,35.0,21.0,14.0,2.0,Electronics,8183,102.0
11420,,,,63703,,,,,,4327,
11421,31.0,Male,Hyderabad,51728,78.0,26.0,3.0,5.0,Grocery,8166,11.0
11422,49.0,Male,Hyderabad,66437,55.0,17.0,12.0,9.0,Home Decor,2816,162.0
11423,63.0,Female,Mumbai,65429,59.0,41.0,12.0,7.0,Home Decor,6923,31.0
11424,60.0,Female,Pune,48192,5.0,47.0,7.0,14.0,Home Decor,7711,166.0
11425,33.0,Female,Hyderabad,81705,30.0,39.0,1.0,2.0,Home Decor,7545,118.0
11426,21.0,Female,Hyderabad,64646,4.0,37.0,3.0,5.0,Home Decor,5800,114.0
11427,69.0,Male,Mumbai,103637,15.0,29.0,11.0,5.0,Grocery,6992,174.0
11428,54.0,Male,Pune,53786,35.0,44.0,13.0,8.0,Electronics,5936,140.0
11429,38.0,Male,Bangalore,116534,74.0,46.0,10.0,9.0,Home Decor,2938,9.0
11430,31.0,Female,Bangalore,76896,55.0,44.0,19.0,8.0,Home Decor,5826,141.0
11431,48.0,Male,Pune,101783,66.0,32.0,4.0,14.0,Fashion,2818,20.0
11432,65.0,Female,Delhi,72886,60.0,20.0,5.0,13.0,Fashion,2549,59.0
11433,35.0,Male,Mumbai,50483,24.0,1.0,11.0,2.0,Electronics,5559,85.0
11434,24.0,Female,Pune,63411,92.0,12.0,9.0,4.0,Grocery,3818,150.0
11435,27.0,Male,Bangalore,35330,22.0,1.0,13.0,2.0,Grocery,8179,65.0
11436,24.0,Male,Hyderabad,67211,44.0,42.0,17.0,6.0,Electronics,8369,60.0
11437,50.0,Female,Bangalore,74302,32.0,44.0,15.0,4.0,Electronics,10476,125.0
11438,40.0,Male,Hyderabad,71143,95.0,30.0,13.0,7.0,Electronics,2271,41.0
11439,38.0,Female,Mumbai,103253,83.0,9.0,11.0,13.0,Home Decor,2739,81.0
11440,36.0,Male,Hyderabad,66271,51.0,22.0,1.0,2.0,Grocery,6737,173.0
11441,65.0,Male,Pune,22650,85.0,21.0,8.0,9.0,Electronics,4367,4.0
11442,36.0,Female,Hyderabad,158601,3.0,46.0,5.0,14.0,Fashion,3553,70.0
11443,53.0,Female,Delhi,52734,70.0,28.0,16.0,5.0,Home Decor,4233,173.0
11444,46.0,Male,Pune,94218,32.0,32.0,4.0,1.0,Home Decor,4855,83.0
11445,35.0,Male,Mumbai,32393,2.0,30.0,19.0,12.0,Home Decor,6324,94.0
11446,19.0,Male,Pune,76130,88.0,13.0,18.0,11.0,Home Decor,1373,151.0
11447,18.0,Male,Delhi,50136,59.0,9.0,2.0,3.0,Electronics,5816,160.0
11448,64.0,Male,Mumbai,-565,91.0,17.0,13.0,4.0,Home Decor,4616,63.0
11449,22.0,Male,Bangalore,62929,73.0,10.0,16.0,3.0,Fashion,3414,8.0
11450,37.0,Female,Delhi,68748,77.0,38.0,8.0,6.0,Fashion,7777,120.0
11451,28.0,Female,Mumbai,64527,14.0,46.0,19.0,13.0,Electronics,4140,85.0
11452,59.0,Female,Hyderabad,76077,51.0,2.0,3.0,13.0,Home Decor,4313,91.0
11453,19.0,Male,Pune,63262,11.0,1.0,19.0,6.0,Fashion,4441,153.0
11454,20.0,Male,Mumbai,71728,78.0,7.0,17.0,10.0,Grocery,8122,161.0
11455,40.0,Male,Pune,74252,80.0,30.0,9.0,13.0,Home Decor,5217,116.0
11456,29.0,Female,Hyderabad,69120,10.0,7.0,17.0,11.0,Electronics,4861,106.0
11457,37.0,Female,Mumbai,65730,84.0,42.0,1.0,7.0,Grocery,6767,144.0
11458,22.0,Male,Bangalore,47658,80.0,47.0,4.0,14.0,Home Decor,533,164.0
11459,54.0,Male,Delhi,84861,58.0,1.0,15.0,9.0,Grocery,5405,72.0
11460,55.0,Female,Mumbai,62925,34.0,21.0,12.0,10.0,Home Decor,5435,80.0
11461,47.0,Female,Hyderabad,60904,80.0,4.0,17.0,9.0,Home Decor,6654,7.0
11462,26.0,Female,Mumbai,82807,78.0,6.0,12.0,7.0,Fashion,5587,69.0
11463,51.0,Male,Pune,75298,53.0,19.0,16.0,11.0,Grocery,2740,87.0
11464,61.0,Male,Mumbai,52544,28.0,27.0,13.0,1.0,Grocery,1682,8.0
11465,52.0,Male,Bangalore,101266,18.0,12.0,11.0,3.0,Electronics,6275,131.0
11466,69.0,Female,Mumbai,40269,26.0,1.0,15.0,5.0,Electronics,4017,163.0
11467,39.0,Female,Delhi,44213,7.0,31.0,16.0,10.0,Grocery,4342,114.0
11468,61.0,Male,Mumbai,86708,45.0,25.0,6.0,12.0,Fashion,3285,36.0
11469,41.0,Male,Pune,113778,98.0,2.0,11.0,11.0,Fashion,5027,100.0
11470,34.0,Female,Mumbai,55564,45.0,40.0,15.0,6.0,Home Decor,4855,79.0
11471,27.0,Male,Bangalore,80320,71.0,41.0,5.0,6.0,Electronics,2556,30.0
11472,47.0,Female,Hyderabad,40190,97.0,12.0,3.0,5.0,Electronics,6541,15.0
11473,63.0,Female,Mumbai,46775,35.0,20.0,2.0,6.0,Electronics,3572,87.0
11474,40.0,Male,Mumbai,98304,52.0,44.0,1.0,9.0,Home Decor,7852,58.0
11475,49.0,Female,Delhi,79144,21.0,36.0,15.0,13.0,Fashion,5423,156.0
11476,34.0,Male,Bangalore,99080,28.0,22.0,2.0,14.0,Electronics,4825,170.0
11477,67.0,Female,Hyderabad,97157,96.0,6.0,6.0,1.0,Home Decor,1982,97.0
11478,68.0,Female,Pune,17761,44.0,16.0,12.0,1.0,Grocery,6080,146.0
11479,34.0,Male,Mumbai,40101,80.0,27.0,16.0,9.0,Fashion,4920,133.0
11480,31.0,Female,Hyderabad,76861,56.0,46.0,14.0,14.0,Grocery,5342,137.0
11481,26.0,Male,Pune,27572,10.0,29.0,4.0,8.0,Electronics,7633,102.0
11482,57.0,Male,Bangalore,43642,23.0,4.0,8.0,9.0,Home Decor,6739,115.0
11483,19.0,Female,Bangalore,105674,48.0,23.0,12.0,7.0,Fashion,7229,137.0
11484,62.0,Male,Hyderabad,56460,52.0,6.0,14.0,10.0,Electronics,176,18.0
11485,42.0,Male,Pune,87757,15.0,33.0,13.0,6.0,Fashion,4581,143.0
11486,56.0,Male,Bangalore,69295,55.0,49.0,5.0,9.0,Home Decor,1816,78.0
11487,26.0,Male,Hyderabad,53001,43.0,41.0,12.0,2.0,Home Decor,5944,62.0
11488,39.0,Male,Bangalore,28394,50.0,32.0,10.0,4.0,Electronics,1235,163.0
11489,60.0,Male,Bangalore,75832,6.0,26.0,19.0,2.0,Fashion,7106,40.0
11490,63.0,Female,Bangalore,106365,33.0,13.0,13.0,14.0,Home Decor,8139,179.0
11491,21.0,Male,Delhi,53711,62.0,18.0,9.0,6.0,Fashion,4632,124.0
11492,43.0,Female,Pune,71714,55.0,47.0,11.0,1.0,Fashion,5684,60.0
11493,46.0,Female,Hyderabad,32005,39.0,37.0,5.0,7.0,Grocery,8104,56.0
11494,62.0,Male,Hyderabad,53195,12.0,11.0,13.0,7.0,Electronics,9176,84.0
11495,51.0,Female,Pune,78522,100.0,2.0,10.0,7.0,Electronics,8372,41.0
11496,40.0,Female,Pune,88592,31.0,6.0,18.0,14.0,Fashion,6077,17.0
11497,54.0,Male,Pune,83898,74.0,34.0,15.0,4.0,Grocery,8227,105.0
11498,28.0,Male,Pune,19211,53.0,24.0,12.0,8.0,Fashion,3068,25.0
11499,23.0,Male,Mumbai,58576,34.0,48.0,4.0,5.0,Electronics,3631,126.0
11500,35.0,Female,Hyderabad,45817,41.0,14.0,5.0,2.0,Electronics,6871,93.0
11501,38.0,Female,Mumbai,62274,10.0,18.0,8.0,5.0,Fashion,5054,137.0
11502,,,,67220,,,,,,6349,
11503,53.0,Male,Bangalore,483290,75.0,22.0,1.0,10.0,Fashion,27324,118.0
11504,58.0,Female,Hyderabad,77380,57.0,10.0,18.0,9.0,Electronics,6861,2.0
11505,55.0,Female,Bangalore,105445,78.0,20.0,19.0,10.0,Fashion,1296,45.0
11506,51.0,Female,Pune,52512,3.0,33.0,19.0,1.0,Fashion,6362,119.0
11507,34.0,Female,Mumbai,34573,57.0,38.0,10.0,11.0,Home Decor,3736,166.0
11508,54.0,Male,Pune,106381,33.0,6.0,9.0,2.0,Electronics,5511,134.0
11509,42.0,Female,Bangalore,80836,7.0,41.0,1.0,10.0,Fashion,4110,176.0
11510,55.0,Female,Mumbai,51418,4.0,43.0,3.0,8.0,Grocery,4154,172.0
11511,29.0,Female,Pune,80945,39.0,26.0,13.0,13.0,Electronics,3759,7.0
11512,40.0,Female,Hyderabad,90881,48.0,49.0,6.0,5.0,Fashion,6518,66.0
